project_id,sheet_row,column,before,after
P7578,3978,RouteNotes,,"CB: route guessed from endpoints — Sheet length 25.0 km for the 'Onshore Pipeline' segment matches Daily News Egypt's reported '25 km-long, 26-inch-diameter onshore line' exactly (second independent source beyond the prior pass's sfegypt.com citation). The Abu Madi Gas Plant as the pipeline's terminus is very well corroborated (Eni official release, NS Energy, Offshore Magazine, Daily News Egypt, and a separate DMS Universe project page on the adjoining 'Nooros-Abu Madi-El Gamil' pipeline all name it as the receiving/treatment plant, with gas onward-piped to El Gamil near Port Said and into the national grid) — so resolved:true reflects strong confidence in WHICH facility this is, not in its exact coordinate (see end.coord_basis — flagged for human GIS check). Independently attempted to improve the Abu Madi coordinate myself (OSM Nominatim, Overpass API, Wikipedia) after the subagent flagged it weak; no better public source found. All 4 route_refs URLs re-verified via url_verifier.py (200 OK). Start coord basis: Same as P7577 end: Baltim village/town centroid, OpenStreetMap node 768568179 (31.5544N, 31.0903E).. End coord basis: WEAKEST-CONFIDENCE point of the batch. No source found gives a surveyed lat/lon for the Abu Madi Gas Plant itself, and an OpenStreetMap Overpass search for a tagged 'Abu Madi' facility timed out / returned nothing usable (Nominatim also returns no match — only unrelated 'Abu Madi' place names in Matrouh, Cairo and Alexandria). Derived by projecting the sheet's 25.0 km onshore-line length due south from the Baltim landfall (31.5544N, 31.0903E): 25/111.32 deg = 0.2246 deg lat, so 31.5544-0.2246=31.330N, longitude held constant (no bearing evidence found, so due-south is the most conservative placement — treat as a rough placeholder). GlobalData's field profile places the 'Abu Madi Development Lease Field' administratively in Dakahlia governorate (east/southeast of this point), which would argue for a coordinate further east; this discrepancy is unresolved (an academic source giving an 'Abu Madi-1 well' coordinate at 31.438N/31.354E could not be used — its host returned HTTP 403 on url_verifier.py and no second accessible source corroborated it). RECOMMEND GIS/imagery confirmation of this specific endpoint before finalizing route geometry.."
P7578,3978,RouteCreator,,CB
P7578,3978,Route [ref],,https://www.dailynewsegypt.com/2019/08/27/first-well-of-baltim-south-west-gas-field-to-start-production-within-days-petrobel/; https://www.hartenergy.com/news/egypts-baltim-south-west-gas-field-starts-production-182808/; https://www.nsenergybusiness.com/projects/baltim-south-west-field-nile-delta/; https://www.eni.com/en-IT/media/press-release/2019/09/eni-starts-production-of-baltim-south-west-field-offshore-egypt.html
P7580,3980,RouteNotes,,"CB: route guessed from endpoints — Located and fetched the actual public source the prior_suggestion could not find: the World Bank's Environmental & Social Impact Assessment for the Egyptian Natural Gas Company's EG-Giza North Power Project (P116194), disclosed 2017-07-10. It confirms, in GASCO's own words, the exact 3-segment corridor the prior work inferred: (1) 42in pipeline, 27km, 'starts...in Rashid Petroleum Company facility area, east to Edko City...to the south crossing the international coastal road, Alexandria/Rashid Railway, and Bousily Drain...till it reaches National Natural Gas Network Facility area, to the north of Bisintaway Village'; (2) 30in pipeline, 17km, from a valve room near Izbat Abdel Razeq/Hommosy 'parallel to Kom Al Gharaq Canal until it reaches Dairut Power Station'; (3) 16in pipeline, 7km, from a valve room on that line, crossing Mahmoudia Canal, 'until it reaches the pressure reduction station inside the power station' (Mahmoudia power station). Segment total 27+17+7=51km vs the sheet's 52km -- a very close match, supporting that GEM's single P7580 row represents this ENTIRE chain end-to-end (Rashid Petroleum Company facility -> Mahmoudia Power Station), not just the final 7km leg. On 'Dairut Power Station': confirmed via separate research that Dairut/Dayrut is a real, well-known town in ASSIUT Governorate (27.567N 30.817E) roughly 400km south of this Beheira corridor -- clearly not the same place. A large (2,250MW) 'Dairut IPP' CCGT power project (Acwa Power) also exists, reported near Assiut/Luxor -- also unrelated; it postdates this 2016-17 ESIA and is a much larger, separate, later project. Every other named feature in this ESIA's routing (Bousily Drain, Edko Drain, Kom Al Gharaq Canal, Bisintaway, Izbat Abdel Razeq) is a local Beheira Nile Delta feature, so 'Dairut Power Station' here is almost certainly a distinct, small, local Beheira facility that happens to share the Dairut/Dayrut name, or a rough machine-translation artifact in the ESIA's English rendering -- not the Assiut town or the Acwa IPP. Since it functions only as an interior tie-in on the same chain continuing to Mahmoudia PS (not a separate spur), it does not change the two-point start/end determination for a great-circle candidate. Recommend a human note flag on 'Dairut Power Station' for anyone later attempting a traced (not great-circle) route, since its exact siting is still not pinned to a coordinate. Start coord basis: Wikipedia 'Edku' infobox town-center coordinate, used as an approximation for the RASHPETCO facility area, which the World Bank ESIA places 'east to Edko City.' No independent facility-gate coordinate was found.. End coord basis: Wikipedia 'El Mahmoudiyah' infobox town-center coordinate (verified live fetch: 31.18389N 30.52417E), used as an approximation for the power station named after and sited at this town. No independent facility-gate coordinate was found.."
P7580,3980,RouteCreator,,CB
P7580,3980,Route [ref],,https://en.wikipedia.org/wiki/Edku; https://en.wikipedia.org/wiki/El_Mahmoudiyah; https://documents1.worldbank.org/curated/en/885761499690467604/txt/SFG1795-V7-EA-P116194-PUBLIC-Disclosed-7-10-2017.txt
P7597,3996,RouteNotes,,"CB: route guessed from endpoints — Cronos is an Eni-operated (50%) / TotalEnergies (50%) gas discovery (2022, appraised 2024) in Cyprus Block 6, ~3.1 tcf gas in place, FID taken 28 July 2026 with first gas targeted 2028 (~500 MMcf/d plateau). Developed via four subsea wells tied back across the Cyprus-Egypt EEZ boundary to existing Zohr field facilities (Shorouk Block, Egypt), then onward through Zohr's existing infrastructure to Damietta LNG for export as LNG to Europe. Both endpoints corroborated by multiple independent outlets (Offshore Magazine, Maritime Executive, ProtoThema, Drilling Contractor, Offshore Technology) reporting consistent distance figures, but the Cronos endpoint lacks a published survey coordinate, so its lon/lat here is a distance-triangulated approximation — good enough for an indicative corridor, not a precise route. All 7 route_refs re-verified via url_verifier.py (200 OK). SHEET CONFLICT: The sheet name 'Cronos-Port Said Gas Pipeline' is misleading and does not match what's actually being built. Per the FID announcement (28 July 2026, Eni/TotalEnergies), this is a trans-boundary subsea tieback connecting the Cronos wellhead directly to EXISTING ZOHR FIELD INFRASTRUCTURE (~70 km away) — it does NOT run to Port Said or make landfall at all. From Zohr, gas is processed at Zohr's existing offshore facilities, then separately piped onward via Zohr's own pre-existing ~218 km trunk line to the Damietta LNG terminal for liquefaction (not Port Said/El Gamil). 'Port Said' only appears in sourcing as a distance reference for Zohr's location ('190 km north of Port Said'), never as an actual pipeline terminus. The sheet's 90.0 km length corroborates this: it's the right order of magnitude for the short Cronos-Zohr subsea tieback (~70-90 km depending on source), and far too short for any direct run to Port Said or Damietta (which would be 250-300+ km). Recommend the tracker's endpoint/name be corrected from 'Port Said' to 'Zohr field infrastructure' or similar (Baird's call — flagged here, not applied). Start coord basis: No official surveyed coordinate for Cronos was found in any public source (Eni/TotalEnergies press releases, Cyprus CHC licensed-blocks page, Wikidata all omit it). Triangulated approximation combining two independently reported distances: ~70 km from the Zohr field (en.protothema.gr) and ~160-185 km SW of Cyprus's coast (offshore-mag.com: 185 km; discoveryalert.com.au / drillingcontractor.org: 160 km; maritime-executive.com: '90 nm' ≈ 167 km), anchored on Zohr's coordinate (33°00'N, 32°30'E, Wikidata). Cross-checked for plausibility against the neighboring Aphrodite/Block 12 field (33°05'40""N, 32°59'0""E). Treat as approximate (±~20-30 km) — adequate for a great-circle corridor, not survey-grade.. End coord basis: Zohr field-center coordinate (33°00'N, 32°30'E) per Wikidata (Q20894861). Cross-checked by arithmetic from the stated '190 km north of Port Said, Shorouk Block' description: Port Said (~31.27N, 32.30E) + 190 km due north lands at ~32.98N, consistent with the Wikidata point.."
P7597,3996,RouteCreator,,CB
P7597,3996,Route [ref],,https://www.offshore-mag.com/field-development/news/55394221/eni-eni-totalenergies-sanction-cronos-gas-development-offshore-cyprus; https://en.wikipedia.org/wiki/Zohr_Field; https://maritime-executive.com/article/eni-and-totalenergies-give-green-light-for-cyprus-cronos-gas-project; https://www.offshore-technology.com/projects/cronos-gas-field-cyprus/; https://drillingcontractor.org/eni-totalenergies-greenlight-four-well-cronos-gas-project-79174; https://en.protothema.gr/2026/07/28/green-light-for-sale-of-cypriot-natural-gas-first-exports-from-cronos-expected-in-2028/; https://www.wikidata.org/wiki/Q20894861
P8002,4275,RouteNotes,,"CB: route guessed from endpoints — Resolved via the same presidency.eg national-projects registry (dated July 2019) that separately covers P7574, corroborated by petro-news.com's project-list summary (same 42in/165km/3.335B-EGP figures). Confidence: moderate — solid on the project's existence, corridor, and total length, but the SPECIFIC 73km sub-segment's own start/end are inferred from the sheet's segment label rather than independently measured in the source. Abu Sultan is confirmed as a real, named gas-grid station (also the tie-in point for P7574's separate line), consistent with the hint that it sits on the Great Bitter Lake side near Ismailia. SHEET CONFLICT: The presidency.eg source describes the FULL corridor as a single 42in/165km project across Cairo, Ismailia, AND Port Said governorates, serving MULTIPLE purposes (national-grid reinforcement, NAC power-station feed, plus supply to south-Cairo areas and Upper Egypt consumers) — not a simple point-to-point Abu Sultan→NAC line. This GEM PID's own segment label ('Abu Sultan–New Administrative Capital segment', 73km) appears to isolate only the Abu Sultan→NAC portion of that larger 165km project; the El Tina→Abu Sultan portion (~92km implied) is presumably a separate GEM PID not in this batch — worth confirming there is no length double-count across PIDs for the same physical trunk, and that 'El Tina' (in this PID's pipeline_name) isn't mistakenly implying this 73km segment starts at El Tina rather than Abu Sultan. Also: 'New Administrative Capital' here may be a grid tap/metering point rather than literally the Siemens plant gate — treat the NAC coordinate as the named destination hub, not a confirmed exact physical terminus. Start coord basis: OSM/Nominatim geocode of 'Abu Sultan steam power station' (محطة كهرباء أبو سلطان البخارية), an industrial-landuse polygon at Abu Sultan, Ismailia Governorate — matches the sheet's StartLocation 'Abu Sultan'. (Alternative nearby anchor: Abu Sultan railway station, 32.3123, 30.4124.). End coord basis: Arabic Wikipedia infobox coordinate for the NAC power station (same anchor used for P7574): 29°54'29""N 31°45'18""E."
P8002,4275,RouteCreator,,CB
P8002,4275,Route [ref],,https://petro-news.com/95212/; https://www.presidency.eg/ar/%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9-%D8%A7%D9%84%D9%82%D9%88%D9%85%D9%8A%D8%A9/%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AE%D8%B7-%D8%BA%D8%A7%D8%B2-%D8%A7%D9%84%D8%AA%D9%8A%D9%86%D8%A9%D8%A7%D8%A8%D9%88-%D8%B3%D9%84%D8%B7%D8%A7%D9%86%D8%A7%D9%84%D8%B9%D8%A7%D8%B5%D9%85%D8%A9-%D8%A7%D9%84%D8%A7%D8%AF%D8%A7%D8%B1%D9%8A%D8%A9/
P8004,4277,RouteNotes,,"CB: route guessed from endpoints — ZafMarine (marine/subsea contractor) completed a 12 km, 24-inch subsea gas pipeline in the Gulf of Suez for SUMED on 15 March 2025 ('completed two weeks ahead of schedule, with zero safety incidents') — length matches the sheet's 12.0 km exactly, and status (recent construction) is consistent with the sheet. Two independent sources corroborate the general SUMED Port / Ain Sokhna gas-import corridor (ZafMarine + Daily News Egypt), though only ZafMarine gives the specific 12 km figure and its own contractor framing ('offshore production platforms' rather than 'FSRU'). Start coordinate is the FSRU terminal position from Global Energy Observatory (an independent, non-GEM legacy database); end coordinate is the general SUMED/Ain Sokhna terminal position from a port database — neither source discusses this specific pipeline by name, so they support the coordinates only, not the routing claim itself (that rests on ZafMarine + Daily News Egypt). SHEET CONFLICT: ZafMarine's own project page describes the pipeline as connecting 'offshore production platforms to the SUMED (Suez-Mediterranean) pipeline network' — generic phrasing, not explicitly the FSRU import route. Given the exact 12 km / offshore-Gulf-of-Suez / SUMED match, and that SUMED Port, Ain Sokhna is independently reported (Daily News Egypt) to host FSRU marine-berth gas-import infrastructure feeding the national grid, the most likely read is that this is that offshore-to-terminal leg — but the two sources don't use identical terms for the same asset, so treat the FSRU-specific framing as an inference, not a directly stated fact. Start coord basis: Global Energy Observatory facility record 'Ain Sokhna Hoegh FSRU LNG Terminal Egypt' (geoid/46472) — an independent legacy energy-infrastructure database (WRI-origin project; not gem.wiki/GEM). End coord basis: Ain Sukhna port coordinates, 29°38'0""N 32°20'0""E, from a maritime port-info database."
P8004,4277,RouteCreator,,CB
P8004,4277,Route [ref],,https://www.zafmarine.com/en/projects/sumed-gas-line; https://www.zafmarine.com/en/news/sumed-gas-line-installation-completed; https://www.dailynewsegypt.com/2025/05/26/petroleum-minister-inspects-lng-infrastructure-in-ain-sokhna-ahead-of-summer-demand-surge/; https://globalenergyobservatory.org/geoid/46472; https://www.cogoport.com/en-SG/knowledge-center/resources/port-info/ain-sukhna
P8010,4283,RouteNotes,,"CB: route guessed from endpoints — GASCO's own pipelines list page (gasco.com.eg) has a broken cert chain / times out on direct fetch, so it is not usable as a citable [ref] here; the Edco/Abu-Hommus and Gamasa-Feinosa corroboration instead comes from petro-news.com's national gas-project rundown. Endpoints are town-center coordinates only (no facility-level siting found); treat any drawn geometry as low RouteAccuracy, endpoints rung only, and flag the sheet_conflicts note above for whoever reviews this row's classification. SHEET CONFLICT: No public source names a single 'Edku-Gamasa' or 'Idku-Gamasa' pipeline as such. Egypt's own published gas-project lists (GASCO's official pipelines page, and petro-news.com's national gas-grid project rundown) instead show these two towns each anchoring a DIFFERENT, shorter, differently-paired line: 'Edco/Abu-Hommus' (~29-30km -- matches sibling GEM row P7567, Idku-Abu Hummus) and 'Gamasa-Feinosa' (34km, supplying West Damietta power station -- not connected to Idku at all). Neither list contains a ~121km line joining Idku and Gamasa directly. The great-circle distance between the two town centers (~117km) is close to the sheet's 121km, which is consistent with GEM's row describing a long coastal corridor spanning several actual named segments/pipelines end-to-end rather than one single constructed pipe -- flagging for human review as a possible network/segment-granularity question, not a sourcing failure. Suggest StartLocation -> 'Idku (Edku)'. Suggest EndLocation -> 'Gamasa'. Start coord basis: Wikipedia 'Edku' infobox (31.300N 30.300E), town-center approximation.. End coord basis: Wikidata Q5600810 (human settlement, Dakahlia Governorate), coordinate location 31°26'28""N 31°31'25""E, town-center approximation.."
P8010,4283,RouteCreator,,CB
P8010,4283,Route [ref],,https://petro-news.com/95212/; https://en.wikipedia.org/wiki/Edku; https://www.wikidata.org/wiki/Q5600810
P8011,4284,RouteNotes,,"CB: route guessed from endpoints — Same three-source corroboration (elwatannews full decree text; vetogate; almasdar summary). Sheet length 9.5km matches the gazetted figure exactly ('Itsa supply line 16in, ~9.5km'), which combined with the sheet's own spelling ('Atsa'~'Itsa') strongly confirms this row is that decree line despite the wrong start-location value. Hint confirmed: Atsa = Itsa إطسا. SHEET CONFLICT: Sheet has StartLocation='Atsa' and EndLocation='Atsa' (same place twice). Decree 1884/2025 (line 3, 'Itsa supply line,' 16in, ~9.5km) actually starts at blow-off room 3 -- the shared tie-in with the end of the Beni Suef/New Fayoum line (P6686), i.e. at/near New Fayoum City, in desert land -- and runs west through agricultural land to end at blow-off room 5 near Itsa town center. So the START should be New Fayoum City, not Itsa; only the END is Itsa/Etsa. Suggest EndLocation -> 'Itsa (Etsa) -- Arabic إطسا; sheet spelling 'Atsa' is a transliteration variant that should be normalized to Itsa/Etsa, the standard English form.'. Start coord basis: New Faiyum, Wikipedia infobox coordinate (29°13'26""N 30°53'48""E) -- same anchor as P6686's end point, since this line's start is explicitly the same blow-off room (room 3) where the Beni Suef/New Fayoum line terminates.. End coord basis: Itsa, Wikipedia infobox coordinate (29°14'15""N 30°47'22""E) -- a real town/markaz south of Fayoum city.."
P8011,4284,RouteCreator,,CB
P8011,4284,Route [ref],,https://www.elwatannews.com/news/details/8197965; https://www.vetogate.com/5562353; https://www.almasdar.com/165222; https://en.wikipedia.org/wiki/New_Faiyum; https://en.wikipedia.org/wiki/Itsa
P8012,4285,RouteNotes,,"CB: route guessed from endpoints — Same three-source corroboration as P6686/P8011 (elwatannews full decree text; vetogate independent reproduction; almasdar decree summary) since all three lines were approved in one decree. Sheet length 12.0km matches the gazetted ~12km exactly. Demu's coordinate is OSM-sourced (a real, named locality 7km east of Fayoum city per Egyptian press profiles of the village) rather than Wikipedia/GeoNames, since Demu has no English Wikipedia page; flagged as slightly lower-tier basis than the other Fayoum endpoints. SHEET CONFLICT: Sheet has StartLocation='Old Fayoum' and EndLocation='Old Fayoum' (identical placeholder implying an internal loop). This is substantively wrong, not a spelling issue: Ministry of Petroleum Decree 1884/2025 (same decree as P6686/P8011, line 2 -- 'Fayoum expansion-support line,' 16in, ~12km) describes a route that starts at blow-off room 2 on the *Beni Suef/New Fayoum* 24in line (near Demu village, in desert land ~9km from Fayoum city, i.e. NOT inside Old Fayoum) and runs northwest through New Demu / Kafr El-Nil villages before ending at blow-off room 4 next to the Fayoum Gas Company's pressure-reduction station by the Fayoum Ring Road (i.e. the edge of Old Fayoum). So only the END is really 'Old Fayoum' territory; the START is a tie-in point ~9km away, outside Old Fayoum proper. Start coord basis: OSM/Nominatim-geocoded neighbourhood 'Masakin Demu' (مساكن دمو), the built-up area adjacent to Demu village -- the nearest named, publicly geocodable place to the gazetted tie-in point (blow-off room 2, at the end of the desert section of the Beni Suef/New Fayoum line).. End coord basis: Faiyum, Wikipedia infobox coordinate (29°18'30""N 30°50'39""E) -- the historic city center, used as the nearest named anchor for the gazetted endpoint 'adjacent to the Fayoum Gas Company's reduction station' at the city's ring road (a few km from the exact station site, which is not independently geocodable).."
P8012,4285,RouteCreator,,CB
P8012,4285,Route [ref],,https://www.vetogate.com/5562353; https://www.almasdar.com/165222; https://www.elwatannews.com/news/details/8197965
P8015,4288,RouteNotes,,"CB: route guessed from endpoints — Confirms the hint: Egypt Oil & Gas Newspaper's Sept 2020 report table 'Natural Gas Infrastructure in the Gulf of Suez/Sinai' lists 'Zeit Bay-Ras Shukheir (Pre-2017) | Zeit Bay | Ras Shukheir | 40 km | 16 in | 140 mmcf/d' -- an exact match to the sheet's 40.0 km length and pipeline name. Independently, Suez Oil Company's (SUCO -- the EGPC/RWE DEA joint venture operating Zeit Bay) own production-facilities page states: 'Zeit Bay Gas Plant ... The LPG product is sent via 6"" pipeline to GUPCO Ras Shukier storage area for distribution' -- a second, independent primary-operator source confirming a real pipeline on this exact corridor (note: this SUCO-described 6-inch LPG line and the newspaper's 16-inch, 40 km gas trunk line are probably not the identical pipe -- likely a smaller product line vs. the larger gas trunk -- but both corroborate that Zeit Bay and Ras Shukheir are connected by real, named pipeline infrastructure, which is what P8015 requires). NOTE ON VERIFICATION: suco-eg.com FAILed url_verifier.py with an SSLError (cert-chain issue), a documented false-negative family -- I manually confirmed the live page and exact quoted text via `curl -k` (bypassing only the cert-chain check, not authentication) so am not including a URL I haven't independently confirmed reachable; the suco-eg.com URL itself is therefore NOT included in route_refs above (kept out per the hard rule that only verifier-passing URLs go in the output), but the corroboration is noted here for the researcher's benefit. All four route_refs above passed url_verifier.py cleanly. Two independent sources for each endpoint's coordinate (SeaRates for Zeit Bay Terminal; VesselFinder + portcode.net for Ras Shukheir) and two independent sources for the pipeline's existence/length (Egypt Oil & Gas trade press + SUCO's own site, the latter cited in prose only per the note above). Start coord basis: SeaRates maritime port database entry for 'Zeit Bay Terminal' (UN/LOCODE EGZEI) -- an oil/gas terminal on the western shore of the Gulf of Suez, ~60 km N of Hurghada. End coord basis: VesselFinder port database entry for Ras Shukheir, Egypt (28.1339 N, 33.2814 E); corroborated by a second independent maritime database (portcode.net, GUPCO Ras Shukheir entry, ~28.134 N, 33.267 E)."
P8015,4288,RouteCreator,,CB
P8015,4288,Route [ref],,https://egyptoil-gas.com/reports/gulf-of-suez-eastern-desert-and-sinai-egypts-crude-oil-squad/; https://portcode.net/egypt/ras-shukheir/ras-shukheir-gulf-of-suez-oetroleum-co-gupco/; https://www.searates.com/port/zeit_bay_terminal_eg; https://www.vesselfinder.com/ports/EGRSH001
P8016,4289,RouteNotes,,"CB: route from gulfpub — GulfPub 'Ras Shukheir - Suez Pipeline' (246.1 km vs sheet 256), comparable coverage."
P8016,4289,RouteCreator,,CB
P8016,4289,Route [ref],,
P8017,4290,RouteNotes,,CB: route from gulfpub — GulfPub 'Suez - Dahshour Pipeline' (135.8 km vs sheet 150). Name mismatch: GEM calls this Suez-Cairo Ring; Dahshour is the SW-Cairo ring terminus so the identity is plausible but single-source — accuracy capped at medium.
P8017,4290,RouteCreator,,CB
P8017,4290,Route [ref],,
P8018,4291,RouteNotes,,"CB: route from gulfpub — GulfPub 'Suez - Port Said Pipeline' (162.2 km vs sheet 160, ratio 1.01), comparable coverage."
P8018,4291,RouteCreator,,CB
P8018,4291,Route [ref],,
P8019,4292,RouteNotes,,"CB: route guessed from endpoints — Strong direct hit: Egypt Oil & Gas's feature 'Egypt's Gas Distribution Network, An Intricate Economic Web' explicitly names 'Damanhur-Tanta' as one of Egypt's 10 main Nile Delta gas transmission lines (capacity 700.1 mmcf/d, the largest of the group listed), confirming this is a real, named, standalone trunk line, not merely a sheet hypothesis (sheet StartLocation/EndLocation were blank; PipelineName already said Damanhur-Tanta). Great-circle distance between the two town centers is ~58km, closely matching the sheet's 60km length -- a very good fit for a direct point-to-point line. On the hint (GulfPub 'Idku-Tanta Pipeline', 108km): the same Egypt Oil & Gas article lists 'Alexandria Network-Damanhur' and 'Damanhur-Tanta' as TWO SEPARATE named segments, more consistent with P8019 being its own discrete Damanhur-Tanta trunk within the broader delta grid (with gas reaching Tanta via Damanhur from multiple upstream directions, Idku included) than a literal 'Damanhur-Tanta portion' carved out of one distinct 108km GulfPub-only 'Idku-Tanta' line. No independent public source was found naming a 108km 'Idku-Tanta' line by that exact name, so the GulfPub product itself is neither confirmed nor refuted here -- but the Damanhur-Tanta segment is independently well-attested regardless. Facility-level (compressor/valve site) coordinates were not found in public sources; both endpoints are town-center approximations, standard for a rung-4 (endpoints/great-circle) candidate. Start coord basis: Wikipedia 'Damanhur' infobox town-center coordinate (verified live fetch: 31.04056N 30.47000E).. End coord basis: Wikipedia 'Tanta' infobox town-center coordinate (verified live fetch: 30.783N 31.000E).."
P8019,4292,RouteCreator,,CB
P8019,4292,Route [ref],,https://egyptoil-gas.com/features/egypts-gas-distribution-network-an-intricate-economic-web/; https://en.wikipedia.org/wiki/Damanhur; https://en.wikipedia.org/wiki/Tanta
P8024,4297,RouteNotes,,"CB: route guessed from endpoints — Route and existence are corroborated by TWO independent Egypt Oil & Gas sources: the Feb-2020 industry-guide pipeline table gives 'Talkha-Tanta-Cairo': From=Talkha Distribution Station, To=Cairo, Length=125 km, Diameter=28 in — the length matches GEM's sheet value (125 km) EXACTLY, strong corroboration of the route as named. A separate 2016 Egypt Oil & Gas feature independently lists 'Talkha-Tanta-Cairo' among the Nile Delta's main trunk pipelines and states it carries gas 'to feed electric stations with natural gas in Cairo.' Tanta (Wikipedia coords 30.783N, 31.000E) is confirmed as a real intermediate city on this trunk's name and geographic path (roughly on the straight line between Talkha and Cairo) but is a WAYPOINT, not one of the two route-candidate endpoints requested by this task's schema — flagging it here so a human building the actual geometry knows the corridor should bend through/near Tanta rather than run as a single straight Talkha-Cairo chord. Both endpoint coordinates are city-level anchors (not specific named take-off/injection stations), so RouteAccuracy should be capped at 'low' per the standard great-circle-endpoints rung even though resolved:true. Start coord basis: Coordinates for the Talkha CCGT power plant / industrial hub (Global Energy Observatory) used as a proxy anchor for 'Talkha Distribution Station', the named origin in the Egypt Oil & Gas pipeline table; corroborated at city level by Wikipedia's Talkha coordinates (31.0547N, 31.3756E, ~2 km away). End coord basis: Wikipedia infobox coordinates for Cairo (city-center anchor, coarse — not a specific facility)."
P8024,4297,RouteCreator,,CB
P8024,4297,Route [ref],,https://egyptoil-gas.com/reports/a-guide-to-the-nile-deltas-oil-and-gas-resources/; https://egyptoil-gas.com/features/egypts-gas-distribution-network-an-intricate-economic-web/; https://en.wikipedia.org/wiki/Tanta; https://en.wikipedia.org/wiki/Talkha; https://globalenergyobservatory.org/geoid/5649; https://en.wikipedia.org/wiki/Cairo
P8025,4298,RouteNotes,,"CB: route guessed from endpoints — Operator is bp (concession operator, 50%), with Eni's Egyptian affiliate IEOC holding the other 50% in the Ras El Bar/North Damietta concessions. Sheet's 'Tuart' spelling matches pipeline-journal.net verbatim (offshore-technology.com instead uses 'Taurt' — both spellings attested in industry sources, so no correction proposed). No public source gives raw coordinates for either point; both derived via stated distances/bearings from well-known reference points rather than invented or read off a map. All 6 route_refs re-verified via url_verifier.py (200 OK). SHEET CONFLICT: None material. StartLocation 'North Damietta offshore concession' and EndLocation 'Hapy&Tuart Gas Field facilities' at 50.0km both check out against independent industry reporting of this exact tie-back pipeline. One nuance: 'Hapy&Tuart' names the combined downstream gas stream/processing hub, but the physical tie-in point of THIS 50km line is the Ha'py platform specifically (Tuart is a subsea-only development linked to Ha'py by its own separate ~70km pipeline) — so the endpoint modeled here is Ha'py, not a blended Ha'py/Tuart location. Start coord basis: Arithmetic: 60 km due north of Damietta city (31.4165N, 31.8133E, a standard geographic reference point) per offshore-technology.com and pipeline-journal.net descriptions of the Qattameya field location (North Damietta offshore concession, 108m water depth). Cross-checked via the independently reported Atoll-1 well position (32.2236N, 31.9062E) and the stated Atoll-Salamat (15km) and Qattameya-Salamat (30km SW) offsets, which triangulate to within ~15km of this point — inside the fuzziness of the source language.. End coord basis: Arithmetic: 45 km due east of the Qattameya start point, per the repeatedly stated 'Qattameya field located approximately 45km west of the Ha'py platform' (offshore-technology.com; pipeline-journal.net). Ha'py is the fixed platform in the Ha'py/Tuart subsea system — Tuart is itself subsea-only and tied back to Ha'py via a separate ~70km line (egyptoil-gas.com) — so Ha'py is the physical tie-in point of this specific 50km Qattameya pipeline. The 45km straight-line distance vs. the sheet's 50.0km pipeline length is consistent with normal route slack.."
P8025,4298,RouteCreator,,CB
P8025,4298,Route [ref],,https://egyptoil-gas.com/news/bp-starts-up-production-from-egypts-taurt-gas-field/; https://www.offshore-technology.com/projects/atoll-gas-field-north-damietta-offshore-concession-east-nile-delta; https://www.bp.com/en/global/corporate/news-and-insights/press-releases/bp-makes-third-gas-discovery-in-east-nile-delta.html; https://www.mees.com/2019/9/20/news-in-brief/eni-egypt-gas-start-up/3542af20-dbb8-11e9-badc-8703770cb64c; https://www.offshore-technology.com/projects/qattameya-gas-field-east-nile-delta/; https://www.pipeline-journal.net/news/bps-new-50-km-subsea-pipeline-connects-gas-fields-egypts-east-nile-delta
